house_id,ukut_id,ИТП,Дата введения,Марка,система,точка расположения,номер прибора,Дата поверки,Дата очередной поверки,Повторный ввод,Год поверки,arshin,vri_id,org_title,mit_number,mit_title,mit_notation,mi_modification,mi_number,verification_date,valid_date,result_docnum,applicability,sticker_num
lenina-17,lenina-17-itp1,ИТП-1,22/12/2010,КТПТР-01-60,отопление,термопары,2627/2627А,,14/06/2026,до 15.09.2025,поверка 2022,6,1-459612779,"ООО ""ПОТОК""",39145-08,Комплекты термометров сопротивления из платины технические разностные,"КТПТР-04, КТПТР-05, КТПТР-05/1",КТПТР-05,2627/2627А,26.08.2025,25.08.2029,С-ЕЕР/26-08-2025/459612779,true,
lenina-17,lenina-17-itp1,ИТП-1,22/12/2010,ВСТ-Н-25,гвс,Т-3,40351802,,11/11/2025,до 15.09.2025,замена 2021,1,1-107989511,"АО ""ТЕПЛОВОДОМЕР""",61402-15,Счетчики воды крыльчатые,"ВСХН, ВСХНд, ВСГН, ВСГНд, ВСТН",ВСТН-25,40351802,11.11.2021,10.11.2025,С-БХТ/11-11-2021/107989511,true,
lenina-17,lenina-17-itp1,ИТП-1,22/12/2010,ВСТ-20,гвс,Т-4,50227483,,15/05/2028,до 15.09.2025,замена 2024,0,1-415132280,"ООО ""ЭЛМЕТРИ""",61968-15,Счетчики газа малогабаритные бытовые,СГМБ,"СГМБ-3,2",50227483,03.02.2025,02.02.2037,С-ЕЗО/03-02-2025/415132280,true,
lenina-17,lenina-17-itp1,ИТП-1,22/12/2010,КТПТР-06-35,гвс,термопары,1554/1554A,,15/06/2026,до 15.09.2025,поверка 2022,0,,,,,,,,,,,,
lenina-18,lenina-18-itp1,ИТП-1,14/07/2015,ВСТН-25,гвс,Т-3,232005707,,10/10/2027,до 25.07.2026,замена 2023,1,1-285711265,"АО ""ТЕПЛОВОДОМЕР""",61402-15,Счетчики воды крыльчатые,"ВСХН, ВСХНд, ВСГН, ВСГНд, ВСТН",ВСТН-25,232005707,10.10.2023,09.10.2027,С-БХТ/10-10-2023/285711265,true,
lenina-18,lenina-18-itp1,ИТП-1,14/07/2015,ETW-N-20,гвс,Т-4,2443325,,25/07/2026,до 25.07.2026,замена 2022,4,1-445036042,"ФБУ ""ТЮМЕНСКИЙ ЦСМ""",72112-18,Весы электронные,Штрих-СЛИМ,Штрих-СЛИМ 300 15-2.5 КЮ,2443325,26.06.2025,25.06.2026,С-ВЯ/26-06-2025/445036042,true,
lenina-19,lenina-19-itp1,ИТП-1,16/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,22260612,,01/07/2028,до 15.09.2025,поверка 2024,1,1-351821579,"ФБУ ""УРАЛТЕСТ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ мод.2001,22260612,01.07.2024,30.06.2028,С-СЕ/01-07-2024/351821579,true,
lenina-19,lenina-19-itp1,ИТП-1,16/10/2012,МФ 5.2.1-Б-25,отопление,Т-1,25362511,,31/07/2028,до 15.09.2025,поверка 2024,1,1-359948041,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-25,25362511,01.08.2024,31.07.2028,С-БУТ/01-08-2024/359948041,true,
lenina-19,lenina-19-itp1,ИТП-1,16/10/2012,МФ 5.2.1-Б-25,отопление,Т-2,25361511,,16/07/2028,до 15.09.2025,поверка 2024,1,1-355124122,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-25,25361511,17.07.2024,16.07.2028,С-БУТ/17-07-2024/355124122,true,
lenina-19,lenina-19-itp1,ИТП-1,16/10/2012,КТСП-Н-60,отопление,термопары,9099г/9099х,,24/06/2028,до 15.09.2025,поверка 2024,0,2-108426454,ФБУ «Курский ЦСМ»,22556-02,Комплекты термопреобразователей сопротивления платиновых,,КТСП-Р,9099г/9099х,26.07.2017,26.07.2021,2731-03,true,нет данных
lenina-19,lenina-19-itp1,ИТП-1,16/10/2012,МФ 5.2.1-Б-20,гвс,Т-3,20058611,,14/07/2028,до 15.09.2025,поверка 2024,1,1-354555363,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-20,20058611,15.07.2024,14.07.2028,С-БУТ/15-07-2024/354555363,true,
lenina-19,lenina-19-itp1,ИТП-1,16/10/2012,МФ 5.2.1-Б-20,гвс,Т-4,20050411,,14/07/2028,до 15.09.2025,поверка 2024,1,1-354555376,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-20,20050411,15.07.2024,14.07.2028,С-БУТ/15-07-2024/354555376,true,
lenina-19,lenina-19-itp1,ИТП-1,16/10/2012,КТПТР-06-35,гвс,термопары,1586/1586А,,24/06/2028,до 15.09.2025,поверка 2024,4,1-444858448,"ООО НПП ""УРАЛТЕХНОЛОГИЯ""",21605-06,Комплекты термопреобразователей платиновых технических разностных,"КТПТР-06, КТПТР-07, КТПТР-08",КТПТР-06,1586/1586А,01.07.2025,30.06.2029,С-ВРК/01-07-2025/444858448,true,
lenina-28,lenina-28-itp1,ИТП-1,14/09/2009,КАРАТ-2001-01,отопление,теплорегистратор,10470309,,08/06/2026,до 08.06.2026,поверка 2023,2,1-449951096,"ООО НПП ""ЭЛЕМЕР""",58808-14,Термопреобразователи сопротивления из платины и меди и их чувствительные элементы,ТС и ЧЭ,ТС-1187Exd,10470309,22.07.2025,21.07.2027,С-ВСП/22-07-2025/449951096,true,
lenina-28,lenina-28-itp1,ИТП-1,14/09/2009,ПРЭМ-Д-65,отопление,Т-1,223646,,27.012029,до 08.06.2026,поверка 2025,6,1-486716249,"ФБУ ""ПРИОКСКИЙ ЦСМ""",43130-09,Сигнализаторы газов шлейфовые,СТГ-3,исп. СТГ-3-И-СО,223646,05.12.2025,04.12.2026,С-ВИ/05-12-2025/486716249,true,
lenina-28,lenina-28-itp1,ИТП-1,14/09/2009,ПРЭМ-Д-65,отопление,Т-2,227693,,27/01/2029,до 08.06.2026,поверка 2025,1,1-405711436,"ФБУ ""УРАЛТЕСТ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ,227693,27.01.2025,26.01.2029,С-СЕ/27-01-2025/405711436,true,
lenina-28,lenina-28-itp1,ИТП-1,14/09/2009,КТПТР-01-100,отопление,термопары,4039А/4039,,27/01/2029,до 08.06.2026,поверка 2025,0,,,,,,,,,,,,
lenina-28,lenina-28-itp1,ИТП-1,14/09/2009,МФ 5.2.1-Б-40,гвс,Т-3,201021693,,27/01/2029,до 08.06.2026,поверка 2025,1,1-405709225,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201021693,27.01.2025,26.01.2029,С-СЕ/27-01-2025/405709225,true,
lenina-28,lenina-28-itp1,ИТП-1,14/09/2009,МФ 2.2.1-Б-25,гвс,Т-4,201026639,,27/01/2029,до 08.06.2026,поверка 2025,1,1-405709291,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201026639,23.01.2025,22.01.2029,С-СЕ/23-01-2025/405709291,true,
lenina-28,lenina-28-itp1,ИТП-1,14/09/2009,КТПТР-01-80,гвс,термопары,5231/5231а,,27/01/2029,до 08.06.2026,поверка 2025,1,1-407004258,"ФБУ ""УРАЛТЕСТ""",14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР,5231/5231А,27.01.2025,26.01.2029,С-СЕ/27-01-2025/407004258,true,
lenina-29,lenina-29-itp1,ИТП-1,29/08/2013,КАРАТ-2001-01,отопление,теплорегистратор,24070413,,18/01/2029,до 25.07.2025,поверка 2025,1,1-403392898,"ООО ПП ""ТЕХНОЛОГИЯ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,24070413,20.01.2025,19.01.2029,С-БУТ/20-01-2025/403392898,true,
lenina-29,lenina-29-itp1,ИТП-1,29/08/2013,ЭРСВ-420Л-32,отопление,Т-1,13011280,,16/07/2025,до 25.07.2025,поверка 2021,3,1-409738998,"ФБУ ""ОРЕНБУРГСКИЙ ЦСМ""",57709-14,"Штангенциркули торговой марки ""Калиброн""", ,"ШЦЦ-I-125-0,01",13011280,13.02.2025,12.02.2026,С-ВК/13-02-2025/409738998,true,
lenina-29,lenina-29-itp1,ИТП-1,29/08/2013,ЭРСВ-420Л-32,отопление,Т-2,1318476,,16/07/2025,до 25.07.2025,поверка 2021,2,1-443516385,"ФБУ ""УРАЛТЕСТ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ВЗЛЕТ ЭР,1318476,26.06.2025,25.06.2026,С-СЕ/26-06-2025/443516385,true,
lenina-29,lenina-29-itp1,ИТП-1,29/08/2013,КТСП-Н-80,отопление,термопары,7108х/7108г,,08/07/2025,до 25.07.2025,поверка 2021,0,,,,,,,,,,,,
lenina-29,lenina-29-itp1,ИТП-1,29/08/2013,ЭРСВ-420Л-25,гвс,Т-3,1305056,,26/06/2027,до 25.07.2025,поверка 2023,5,1-483438782,"ООО ИК ""СИБИНТЕК""",44416-10,Газоанализаторы горючих газов,ТГА мод. PIRECL,нет модификации,1305056,24.11.2025,23.11.2026,С-ДВК/24-11-2025/483438782,true,
lenina-29,lenina-29-itp1,ИТП-1,29/08/2013,ЭРСВ-420Л-20,гвс,Т-4,1236846,,25/07/2025,до 25.07.2025,поверка 2021,1,1-82372892,ООО «Метроконтроль»,20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ЭРСВ-440Л,1236846,25.07.2021,24.07.2025,С-ДШТ/25-07-2021/82372892,true,
lenina-29,lenina-29-itp1,ИТП-1,29/08/2013,КТПТР-06-45,гвс,термопары,549/549А,,08/07/2025,до 25.07.2025,поверка 2021,2,1-447086418,"ООО СЦ ""ТЕПЛОКОМ""",39145-08,Комплекты термометров сопротивления из платины технические разностные,"КТПТР-04, КТПТР-05, КТПТР-05/1",КТПТР-05,549/549А,11.07.2025,10.07.2029,С-ДОУ/11-07-2025/447086418,true,
lenina-30,lenina-30-itp1,ИТП-1,17/05/2012,КАРАТ-2001-01,отопление,теплорегистратор,20920312,,08/06/2027,до 15.09.2025,поверка 2023,2,1-267980538,"ООО ""АКВАТЕХНИКА""",16078-05,Счетчики холодной и горячей воды,"СХВ (СХВ-15, СХВ-15Д, СХВ-20, СХВ-20Д), СГВ (СГВ-15, СГВ-15Д, СГВ-20, СГВ-20Д)",сгв-15,20920312,04.08.2023,03.08.2027,С-ДКИ/04-08-2023/267980538,true,
lenina-30,lenina-30-itp1,ИТП-1,17/05/2012,ЭРСВ-420Л-50,отопление,Т-1,1147298,,26/06/2027,до 15.09.2025,поверка 2023,0,1-396915966,"ООО ""ЗАВОД № 423""",77390-20,Устройства для распределения тепловой энергии электронные,INDIV-X,INDIV-X-10T,1147298,16.12.2024,15.12.2034,С-ГМД/16-12-2024/396915966,true,
lenina-30,lenina-30-itp1,ИТП-1,17/05/2012,ЭРСВ-420Л-50,отопление,Т-2,1150081,,26/06/2027,до 15.09.2025,поверка 2023,0,1-79291897,"ЗАО ""РОСМА""",25913-08,Манометры показывающие,"ТМ, ТВ, ТМВ и ТМТБ",ТМ6,1150081,15.07.2021,14.07.2023,С-ДЛЮ/15-07-2021/79291897,true,
lenina-30,lenina-30-itp1,ИТП-1,17/05/2012,КТСП-Н-80,отопление,термопары,3318х/3318г,,07/06/2027,до 15.09.2025,поверка 2023,0,2-154999706,"ООО""ЦПК""",38878-08,Комплекты термометров сопротивления,КТСП-Н,,3318х/3318г,08.06.2019,07.06.2023,54220,true,Нет данных
lenina-30,lenina-30-itp1,ИТП-1,17/05/2012,ЭРСВ-420Л-32,гвс,Т-3,1133378,,26/06/2027,до 15.09.2025,поверка 2023,1,1-215738194,"ООО ""ЭНЕРГОПРОМРЕСУРС""",28430-04,Счетчики электрической энергии однофазные электронные,"NP515.23D, NP524.27D",NP515.23D-1E1ALNI,1133378,11.01.2023,10.01.2039,С-ДЛВ/11-01-2023/215738194,true,
lenina-30,lenina-30-itp1,ИТП-1,17/05/2012,ЭРСВ-420Л-20,гвс,Т-4,1014029,,26/06/2027,до 15.09.2025,поверка 2023,0,1-482572880,"ФБУ ""ОМСКИЙ ЦСМ""",83074-21,Счетчики газа бытовые,Элехант,"СГБ-1,8",1014029,10.11.2025,09.11.2037,С-ВЗ/10-11-2025/482572880,true,
lenina-30,lenina-30-itp1,ИТП-1,17/05/2012,КТПТР-06-35,гвс,термопары,268/268А,,07/06/2027,до 15.09.2025,поверка 2023,4,1-459986070,ООО «Теплосервис»,46156-10,Комплекты термометров сопротивления из платины технических разностных,"КТПТР-01, КТПТР-03, КТПТР-06, КТПТР-07, КТПТР-08",КТПТР-06,268/268А,04.08.2025,03.08.2029,С-ДЫЛ/04-08-2025/459986070,true,
lenina-32,lenina-32-itp1,ИТП-1,14/09/2009,КАРАТ-2001-01,отопление,теплорегистратор,9680209,,08/06/2025,до 15.09.2025,поверка 2021,0,1-447264522,ООО «ТЕСТПРОМ»,30485-05,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,9680209,10.07.2025,09.07.2029,С-ДШЮ/10-07-2025/447264522,true,
lenina-32,lenina-32-itp1,ИТП-1,14/09/2009,ПРЭМ-Д-40,отопление,Т-1,230087,,26/08/2025,до 15.09.2025,поверка 2021,18,1-485656073,"ФБУ ""ВОРОНЕЖСКИЙ ЦСМ""",47100-11,Сигнализаторы оксида углерода,СОУ1,СОУ1,230087,02.12.2025,01.12.2026,С-БМ/02-12-2025/485656073,true,
lenina-32,lenina-32-itp1,ИТП-1,14/09/2009,ПРЭМ-Д-40,отопление,Т-2,229539,,26/08/2025,до 15.09.2025,поверка 2021,10,1-474488021,"ФБУ ""ПСКОВСКИЙ ЦСМ""",4041-74,"Манометры, мановакуумметры, вакуумметры","ЭКМ-1У, ЭКМВ-1У, ЭКВ-1У, ЭКМ-2У, ВЭ-16рб",мод.ВЭ-16рб,229539,15.10.2025,14.10.2026,С-ВО/15-10-2025/474488021,true,
lenina-32,lenina-32-itp1,ИТП-1,14/09/2009,КТПТР-01-100,отопление,термопары,4010А/4010,,03/08/2025,до 15.09.2025,поверка 2021,0,,,,,,,,,,,,
lenina-32,lenina-32-itp1,ИТП-1,14/09/2009,МФ 2.2.1-Б-25,гвс,Т-3,201025712,,23/08/2025,до 15.09.2025,поверка 2021,1,1-88668980,ООО «Метроконтроль»,31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-25,201025712,23.08.2021,22.08.2025,С-ДШТ/23-08-2021/88668980,true,
lenina-32,lenina-32-itp1,ИТП-1,14/09/2009,МФ 5.2.1-Б-15,гвс,Т-4,201025671,,26/08/2025,до 15.09.2025,поверка 2021,1,1-89241452,ООО «Метроконтроль»,31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-15,201025671,26.08.2021,25.08.2025,С-ДШТ/26-08-2021/89241452,true,
lenina-32,lenina-32-itp1,ИТП-1,14/09/2009,КТПТР-01-60,гвс,термопары,4515А/4515,,03/08/2025,до 15.09.2025,поверка 2021,1,1-87759668,"ФБУ ""ЯРОСЛАВСКИЙ ЦСМ""",46156-10,Комплекты термометров сопротивления из платины технических разностных,"КТПТР-01, КТПТР-03, КТПТР-06, КТПТР-07, КТПТР-08",мод.КТПТР-01,4515А/4515,19.08.2021,18.08.2025,С-ГД/19-08-2021/87759668,true,
lenina-34,lenina-34-itp1,ИТП-1,23/12/2010,КАРАТ-2001-01,отопление,теплорегистратор,13900809,,27/05/2026,до 15.09.2025,поверка 2022,4,1-465463479,"ФБУ ""ЦСМ Татарстан""",50969-12,Весы электронные,SM,мод. SM-5000 BS,13900809,16.09.2025,15.09.2026,С-АМ/16-09-2025/465463479,true,
lenina-34,lenina-34-itp1,ИТП-1,23/12/2010,МФ Б-40,отопление,Т-1,40002909,,22/06/2026,до 15.09.2025,поверка 2022,1,1-165541248,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.21-Б-40,40002909,22.06.2022,21.06.2026,С-ДШТ/22-06-2022/165541248,true,
lenina-34,lenina-34-itp1,ИТП-1,23/12/2010,МФ Б-40,отопление,Т-2,40002830,,22/06/2026,до 15.09.2025,поверка 2022,1,1-165541247,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.21-Б-40,40002830,22.06.2022,21.06.2026,С-ДШТ/22-06-2022/165541247,true,
lenina-34,lenina-34-itp1,ИТП-1,23/12/2010,КТПТР-01-100,отопление,термопары,22785/22785А,,31/05/2026,до 15.09.2025,поверка 2022,1,1-159749262,ООО «Метроконтроль»,14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР-01,22785/22785А,31.05.2022,30.05.2026,С-ДШТ/31-05-2022/159749262,true,
lenina-34,lenina-34-itp1,ИТП-1,23/12/2010,МФ 2.2.1-Б-25,гвс,Т-3,201049306,,22/09/2028,до 15.09.2025,поверка 2024,1,1-372531769,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-Б-25,201049306,23.09.2024,22.09.2028,С-БУТ/23-09-2024/372531769,true,
lenina-34,lenina-34-itp1,ИТП-1,23/12/2010,МФ 5.2.1-Б-25,гвс,Т-4,201049315,,22/09/2028,до 15.09.2025,поверка 2024,1,1-372531762,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-Б-25,201049315,23.09.2024,22.09.2028,С-БУТ/23-09-2024/372531762,true,
lenina-34,lenina-34-itp1,ИТП-1,23/12/2010,КТПТР-01-60,гвс,термопары,2642/2642A,,31/05/2026,до 15.09.2025,поверка 2022,0,2-172262246,"ООО ""МЕТРОСЕРВИС""",14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,,2642/2642A,13.03.2020,12.03.2024,57293,true,19010409510
leningradskaya-4,leningradskaya-4-itp1,ИТП-1,12/11/2012,КАРАТ-2001-01,отопление,теплорегистратор,21540412,,27/10/2028,до 15.09.2025,поверка 2024,1,1-381536753,"ООО ПП ""ТЕХНОЛОГИЯ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,21540412,28.10.2024,27.10.2028,С-БУТ/28-10-2024/381536753,true,
leningradskaya-4,leningradskaya-4-itp1,ИТП-1,12/11/2012,ЭРСВ-420Л-40,отопление,Т-1,1912166,,26/06/2027,до 15.09.2025,поверка 2023,5,1-486871291,"ФБУ ""ВОЛОГОДСКИЙ ЦСМ""",54059-13,"Нутромеры индикаторные с ценой деления 0,01 мм", ,Нет модификации,1912166,05.12.2025,04.12.2026,С-БЛ/05-12-2025/486871291,true,
leningradskaya-4,leningradskaya-4-itp1,ИТП-1,12/11/2012,ЭРСВ-420Л-40,отопление,Т-2,1200483,,04/09/2028,до 15.09.2025,поверка 2024,2,1-368417023,"ООО ПП ""ТЕХНОЛОГИЯ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ЭРСВ-420Л-40,1200483,05.09.2024,04.09.2028,С-БУТ/05-09-2024/368417023,true,
leningradskaya-4,leningradskaya-4-itp1,ИТП-1,12/11/2012,КТСП-Н-80,отопление,термопары,23182г/23182х,,29/08/2028,до 15.09.2025,поверка 2024,1,1-366582454,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,23182Г/23182Х,30.08.2024,29.08.2028,С-БУТ/30-08-2024/366582454,true,
leningradskaya-4,leningradskaya-4-itp1,ИТП-1,12/11/2012,ЭРСВ-420Л-25,гвс,Т-3,1205114,,10/09/2028,до 15.09.2025,поверка 2024,6,1-395824159,"ООО ""ГАЗПРОМ ТРАНСГАЗ ТОМСК""",44416-10,Газоанализаторы горючих газов,ТГА мод. PIRECL,ТГА мод. PIRECL,1205114,16.12.2024,15.12.2025,С-ВСР/16-12-2024/395824159,true,
leningradskaya-4,leningradskaya-4-itp1,ИТП-1,12/11/2012,ЭРСВ-420Л-20,гвс,Т-4,1158851,,10/09/2028,до 15.09.2025,поверка 2024,2,1-369996038,"ООО ПП ""ТЕХНОЛОГИЯ""",20293-10,Расходомеры-счетчики электромагнитные,ВЗЛЕТ ЭР,ЭРСВ-420Л-20,1158851,11.09.2024,10.09.2028,С-БУТ/11-09-2024/369996038,true,
leningradskaya-4,leningradskaya-4-itp1,ИТП-1,12/11/2012,КТПТР-06-45,гвс,термопары,3862/3862А,,29/08/2028,до 15.09.2025,поверка 2024,4,1-472821197,"ООО ""ТЕПЛОВИЗОР ПРОМ""",39145-08,Комплекты термометров сопротивления из платины технические разностные,"КТПТР-04, КТПТР-05, КТПТР-05/1",КТПТР-05,3862/3862А,10.10.2025,09.10.2031,С-ГУТ/10-10-2025/472821197,true,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,КАРАТ-2001-01,отопление,теплорегистратор,10180309,,08/06/2026,до 15.09.2025,поверка 2023,3,1-314544080,ООО «ГК-ГИДРО»,16078-05,Счетчики холодной и горячей воды,"СХВ (СХВ-15, СХВ-15Д, СХВ-20, СХВ-20Д), СГВ (СГВ-15, СГВ-15Д, СГВ-20, СГВ-20Д)",СХВ-15,10180309,24.01.2024,23.01.2030,С-ДЫУ/24-01-2024/314544080,true,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,ПРЭМ-40,отопление,Т-1,229543,,26/03/2029,до 15.09.2025,поверка 2025,1,1-421786928,"ФБУ ""УРАЛТЕСТ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ,229543,27.03.2025,26.03.2029,С-СЕ/27-03-2025/421786928,true,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,ПРЭМ-40,отопление,Т-2,230076,,26/03/2029,до 15.09.2025,поверка 2025,1,1-421786927,"ФБУ ""УРАЛТЕСТ""",17858-06,Преобразователи расхода электромагнитные,ПРЭМ,ПРЭМ,230076,27.03.2025,26.03.2029,С-СЕ/27-03-2025/421786927,true,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,КТПТР-01-100,отопление,термопары,4009/4009A,,25/03/2029,до 15.09.2025,поверка 2025,0,,,,,,,,,,,,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,МФ 2.2.1-Б-25,гвс,Т-3,201070798,,27/05/2028,до 15.09.2025,замена 2024,1,1-349307495,"ООО ""ИВТРЕЙД""",73383-18,Преобразователи расхода электромагнитные,МастерФлоу,Б,201070798,28.05.2024,27.05.2028,С-ДФП/28-05-2024/349307495,true,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,МФ 2.2.1-Б-25,гвс,Т-4,201070633,,02/04/2028,до 15.09.2025,замена 2024,1,1-338256639,"ООО ""ИВТРЕЙД""",73383-18,Преобразователи расхода электромагнитные,МастерФлоу,Б,201070633,03.04.2024,02.04.2028,С-ДФП/03-04-2024/338256639,true,
leningradskaya-6,leningradskaya-6-itp1,ИТП-1,14/09/2009,КТПТР-01-60,гвс,термопары,4293/4293A,,25/03/2029,до 15.09.2025,поверка 2025,0,1-339883223,"ООО ""ПФО-АВТОМАТИКА""",46156-10,Комплекты термометров сопротивления из платины технических разностных,"КТПТР-01, КТПТР-03, КТПТР-06, КТПТР-07, КТПТР-08",Нет модификации,4293/4293A,20.05.2024,19.05.2028,С-ДБС/20-05-2024/339883223,true,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,КАРАТ-2001-01,отопление,теплорегистратор,9750309,,08/06/2026,до 28.06.2025,поверка 2023,1,1-253933457,"ФБУ ""УРАЛТЕСТ""",30485-05,Теплорегистраторы,КАРАТ,КАРАТ 2001-01,9750309,08.06.2023,07.06.2027,С-СЕ/08-06-2023/253933457,true,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,ПРЭМ-Д-40,отопление,Т-1,232384,,28/06/2025,до 28.06.2025,поверка 2021,8,1-483787759,"ООО ""ЭНЕРГОКОНТРОЛЬ""",66324-16,Расходомеры-счетчики электромагнитные,ПИТЕРФЛОУ,РС32-30-В-С,232384,26.11.2025,25.11.2029,С-ДСЖ/26-11-2025/483787759,true,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,ПРЭМ-Д-40,отопление,Т-2,232360,,28/06/2025,до 28.06.2025,поверка 2021,10,1-470814514,"ФБУ ""ПЕРМСКИЙ ЦСМ""",47100-11,Сигнализаторы оксида углерода,СОУ1,СОУ1,232360,08.09.2025,07.09.2026,С-ВН/08-09-2025/462692973,true,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,КТПТР-01-80,отопление,термопары,7267/7267а,,05/07/2025,до 28.06.2025,поверка 2021,3,1-463174375,"ГБУ ""ИМЦ""",39145-08,Комплекты термометров сопротивления из платины технические разностные,"КТПТР-04, КТПТР-05, КТПТР-05/1",КТПТР-05,7267/7267А,09.09.2025,,И-ДЛС/09-09-2025/463174375,false,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,МФ 5.2.1-Б-25,гвс,Т-3,25569311,,03/02/2029,до 28.06.2025,поверка 2024,1,1-408615109,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,25569311,04.02.2025,03.02.2029,С-СЕ/04-02-2025/408615109,true,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,МФ 2.2.1-Б-20,гвс,Т-4,20005780,,14/06/2028,до 28.06.2025,поверка 2024,1,1-346951523,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-20,20005780,15.06.2024,14.06.2028,С-БУТ/15-06-2024/346951523,true,
leningradskaya-8,leningradskaya-8-itp1,ИТП-1,19/11/2009,КТПТР-01-60,гвс,термопары,7071/7071a,,05/07/2025,до 28.06.2025,поверка 2021,0,,,,,,,,,,,,
leningradskaya-10,leningradskaya-10-itp1,ИТП-1,14/09/2009,КАРАТ-2001-01,отопление,теплорегистратор,10270309,,08/06/2026,до 15.09.2025,поверка 2022,0,1-299383906,"ООО НПП ""ТЕПЛОВОДОХРАН""",65782-16,Теплосчетчики,Пульсар,У,10270309,01.11.2023,31.10.2029,С-ГЖФ/01-11-2023/299383906,true,
leningradskaya-10,leningradskaya-10-itp1,ИТП-1,14/09/2009,ПРЭМ-Д-40,отопление,Т-1,230079,,29/06/2025,до 15.09.2025,поверка 2021,19,1-486907411,"ФБУ ""ТЕСТ-С.-ПЕТЕРБУРГ""",31524-18,Кольца установочные,177,177-288,230079,09.12.2025,08.12.2026,С-СП/09-12-2025/486907411,true,
leningradskaya-10,leningradskaya-10-itp1,ИТП-1,14/09/2009,ПРЭМ-Д-40,отопление,Т-2,230105,,28/06/2025,до 15.09.2025,поверка 2021,14,1-485961210,ФБУ «КУЗБАССКИЙ ЦСМ»,22737-07,Твердомеры портативные комбинированные,"МЕТ-УД, МЕТ-УДА",МЕТ-УДА,230105,03.12.2025,02.12.2026,С-БЧ/03-12-2025/485961210,true,
