house_id,ukut_id,ИТП,Дата введения,Марка,система,точка расположения,номер прибора,Дата поверки,Дата очередной поверки,Повторный ввод,Год поверки,arshin,vri_id,org_title,mit_number,mit_title,mit_notation,mi_modification,mi_number,verification_date,valid_date,result_docnum,applicability,sticker_num
9-maya-5,9-maya-5-itp1,ИТП-1,15/07/2013,ЭРСВ-420Л-25,гвс,Т-3,1300461,,12/08/2028,до 29.06.2025,поверка 2024,4,1-483530006,"ФБУ ""НИЦ ПМ - РОСТЕСТ""",3255-88,"Манометры избыточного давления, вакуумметры, мановакуумметры показывающие","МТП, ВТП, МВТП, МТП-М, МВТП-М",МТП-160,1300461,21.11.2025,20.11.2026,С-ТТ/21-11-2025/483530006,true,
9-maya-5,9-maya-5-itp1,ИТП-1,15/07/2013,ЭРСВ-420Л-20,гвс,Т-4,1236858,,18/07/2027,до 29.06.2025,поверка 2023,4,1-381770259,"ФБУ ""ИВАНОВСКИЙ ЦСМ""",1778-63,Манометры,"ОБМ1-100, ОБМ1-100б, ОБМ1-100бф, ОБМГн1-100б, МОШ1-100","ОБМ1, МТ, МП, ДМ, ТМ (технические)",1236858,28.10.2024,27.10.2025,С-БО/28-10-2024/381770259,true,
9-maya-5,9-maya-5-itp1,ИТП-1,15/07/2013,КТПТР-06-45,гвс,термопары,2583/А,,06/06/2027,до 29.06.2025,поверка 2023,1,1-256761347,"ФБУ ""ЦСМ ИМ. А.М. МУРАТШИНА В РЕСПУБЛИКЕ БАШКОРТОСТАН""",25913-08,Манометры показывающие,"ТМ, ТВ, ТМВ и ТМТБ",серия 10,2583/а,13.06.2023,12.06.2025,С-АБ/13-06-2023/256761347,true,
9-maya-6,9-maya-6-itp1,ИТП-1,09/11/2012,КАРАТ-2001-01,отопление,теплорегистратор,23950313,,10/03/2029,до 15.09.2025,поверка 2025,1,1-415591882,"ФБУ ""УРАЛТЕСТ""",30485-10,Теплорегистраторы,КАРАТ,2001-01,23950313,10.03.2025,09.03.2029,С-СЕ/10-03-2025/415591882,true,
9-maya-6,9-maya-6-itp1,ИТП-1,09/11/2012,МФ 5.2-Б-25,отопление,Т-1,25505111,,15/09/2028,до 15.09.2025,поверка 2024,1,1-370894013,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,25505111,16.09.2024,15.09.2028,С-СЕ/16-09-2024/370894013,true,
9-maya-6,9-maya-6-itp1,ИТП-1,09/11/2012,МФ 5.2-Б-25,отопление,Т-2,25405911,,15/09/2028,до 15.09.2025,поверка 2024,1,1-370894014,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,25405911,16.09.2024,15.09.2028,С-СЕ/16-09-2024/370894014,true,
9-maya-6,9-maya-6-itp1,ИТП-1,09/11/2012,КТПТР-01-60,отопление,термопары,441/441А,,12/07/2028,до 15.09.2025,поверка 2024,2,1-465603119,"ФБУ ""ТЕСТ-С.-ПЕТЕРБУРГ""",39145-08,Комплекты термометров сопротивления из платины технические разностные,"КТПТР-04, КТПТР-05, КТПТР-05/1",КТПТР-05,441/441А,15.09.2025,14.09.2031,С-СП/15-09-2025/465603119,true,
9-maya-6,9-maya-6-itp1,ИТП-1,09/11/2012,МФ 5.2-Б-25,гвс,Т-3,25543011,,03/09/2029,до 15.09.2025,поверка 2024,1,1-370894011,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,25543011,16.09.2024,15.09.2028,С-СЕ/16-09-2024/370894011,true,
9-maya-6,9-maya-6-itp1,ИТП-1,09/11/2012,МФ 2.2.1-Б-20,гвс,Т-4,20005426,,07/08/2028,до 15.09.2025,поверка 2024,1,1-361904754,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,20005426,08.08.2024,07.08.2028,С-СЕ/08-08-2024/361904754,true,
9-maya-6,9-maya-6-itp1,ИТП-1,09/11/2012,КТСП-Н-35,гвс,термопары,30591г/30591х,,12/07/2028,до 15.09.2025,поверка 2024,1,1-354177327,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,30591Г/30591Х,13.07.2024,12.07.2028,С-БУТ/13-07-2024/354177327,true,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,22060512,,06/06/2028,до 15.09.2025,поверка 2024,1,1-345384405,"ООО ПП ""ТЕХНОЛОГИЯ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,22060512,07.06.2024,06.06.2028,С-БУТ/07-06-2024/345379466,true,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,отопление,Т-1,25004078,,31/07/2028,до 15.09.2025,поверка 2024,1,1-359947672,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-Б-2.2.1-25,25004078,01.08.2024,31.07.2028,С-БУТ/01-08-2024/359947672,true,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,отопление,Т-2,25004087,,31/07/2028,до 15.09.2025,поверка 2024,1,1-359947530,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-Б-2.2.1-25,25004087,01.08.2024,31.07.2028,С-БУТ/01-08-2024/359947530,true,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,КТСП-Н-80,отопление,термопары,13077х/13077г,,06/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,гвс,Т-3,2500128,,15/07/2028,до 15.09.2025,поверка 2024,1,1-354844367,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2-Б-25,2500128,16.07.2024,15.07.2028,С-БУТ/16-07-2024/354844102,true,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-20,гвс,Т-4,20005609,,05/07/2025,до 15.09.2025,поверка 2021,0,1-447264540,ООО «ТЕСТПРОМ»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-20,20005609,07.07.2025,06.07.2029,С-ДШЮ/07-07-2025/447264540,true,
klary-tsetkin-3,klary-tsetkin-3-itp1,ИТП-1,29/10/2012,КТПТР-06-45,гвс,термопары,2310/2310А,,07/06/2028,до 15.09.2025,поверка 2024,5,1-467240375,"ФБУ ""ПЕРМСКИЙ ЦСМ""",46156-10,Комплекты термометров сопротивления из платины технических разностных,"КТПТР-01, КТПТР-03, КТПТР-06, КТПТР-07, КТПТР-08",КТПТР-06,2310/2310А,23.09.2025,22.09.2029,С-ВН/23-09-2025/467240375,true,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,22310612,,07/06/2028,до 15.09.2025,поверка 2024,1,1-345383940,"ООО ПП ""ТЕХНОЛОГИЯ""",30485-10,Теплорегистраторы,КАРАТ,КАРАТ-2001-01,22310612,08.06.2024,07.06.2028,С-БУТ/08-06-2024/345383940,true,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,отопление,Т-1,25004077,,15/07/2028,до 15.09.2025,поверка 2024,1,1-354844256,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-25,25004077,16.07.2024,15.07.2028,С-БУТ/16-07-2024/354844256,true,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,отопление,Т-2,25004093,,15/07/2028,до 15.09.2025,поверка 2024,1,1-354844321,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.2.1-Б-25,25004093,16.07.2024,15.07.2028,С-БУТ/16-07-2024/354844110,true,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,КТСП-Н-60,отопление,термопары,12570г/12570х,,07/06/2028,до 15.09.2025,поверка 2024,1,1-345385517,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,12570Г/12570Х,08.06.2024,07.06.2028,С-БУТ/08-06-2024/345385517,true,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,гвс,Т-3,25004105,,31/07/2028,до 15.09.2025,поверка 2024,1,1-359947565,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-Б-2.2.1-25,25004105,01.08.2024,31.07.2028,С-БУТ/01-08-2024/359947565,true,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-20,гвс,Т-4,20062311,,14/07/2028,до 15.09.2025,поверка 2024,1,1-354555356,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-20,20062311,15.07.2024,14.07.2028,С-БУТ/15-07-2024/354555356,true,
klary-tsetkin-5,klary-tsetkin-5-itp1,ИТП-1,29/10/2012,КТПТР-06-45,гвс,термопары,2623/2623А,,06/06/2028,до 15.09.2025,поверка 2024,10,1-474533613,"ФБУ ""АРХАНГЕЛЬСКИЙ ЦСМ""",46156-10,Комплекты термометров сопротивления из платины технических разностных,"КТПТР-01, КТПТР-03, КТПТР-06, КТПТР-07, КТПТР-08",КТПТР-01,2623/2623А,14.10.2025,13.10.2029,С-БВ/14-10-2025/474533613,true,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,КАРАТ-2001-01,отопление,теплорегистратор,13540709,,27/01/2027,до 15.09.2025,ремонт 2023,1,1-219397712,ООО «Метроконтроль»,30485-05,Теплорегистраторы,КАРАТ,КАРАТ мод.2001-01,13540709,27.01.2023,26.01.2027,С-ДШТ/27-01-2023/219397712,true,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,МФ Б-25,отопление,Т-1,25001902,,08/02/2026,до 15.09.2025,поверка 2022,1,1-129867857,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.21-Б-25,25001902,08.02.2022,07.02.2026,С-ДШТ/08-02-2022/129867857,true,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,МФ Б-25,отопление,Т-2,25003984,,10/07/2028,до 15.09.2025,поверка 2024,1,1-357381671,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,25003984,10.07.2024,09.07.2028,С-СЕ/10-07-2024/357381671,true,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,КТПТР-01-60,отопление,термопары,15098/15098A,,15/06/2026,до 15.09.2025,поверка 2022,0,,,,,,,,,,,,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,МФ-25,гвс,Т-3,201021278,,25/06/2028,до 15.09.2025,поверка 2024,1,1-357096883,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201021278,23.07.2024,22.07.2028,С-СЕ/23-07-2024/357096883,true,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,МФ-20,гвс,Т-4,201007009,,25/06/2028,до 15.09.2025,поверка 2024,1,1-357096896,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,201007009,23.07.2024,22.07.2028,С-СЕ/23-07-2024/357096896,true,
klary-tsetkin-9,klary-tsetkin-9-itp1,ИТП-1,22/12/2010,КТПТР-06-35,гвс,термопары,1575/1575A,,15/06/2026,до 15.09.2025,поверка 2022,0,,,,,,,,,,,,
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,КАРАТ-2001-01,отопление,теплорегистратор,22100512,,07/06/2028,до 15.09.2025,поверка 2024,3,1-438486415,"ФБУ ""САРАТОВСКИЙ ЦСМ ИМ. Б.А. ДУБОВИКОВА""",60996-15,Пирометры инфракрасные,"RGK моделей PL-8,  PL-12",PL-12,22100512,06.06.2025,05.06.2026,С-ВУ/06-06-2025/438486415,true,
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,отопление,Т-1,25635710,,26/06/2027,до 15.09.2025,поверка 2023,1,1-257200343,"ФБУ ""УРАЛТЕСТ""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,исп. МФ-5.2-Б-25,25635710,26.06.2023,25.06.2027,С-СЕ/26-06-2023/257200343,true,
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,отопление,Т-2,25633810,,26/06/2027,до 15.09.2025,поверка 2019,1,2-152756854,"ООО""ЦПК""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,,25633810,28.07.2019,27.07.2023,135015,true,Нет данных
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,КТСП-Н-60,отопление,термопары,8942г/8942х,,06/06/2028,до 15.09.2025,поверка 2024,2,1-405736228,"ГБУ ""ИМЦ""",28478-04,Комплекты термопреобразователей сопротивления платиновых,КТС-Б,КТС-Б,8942г/8942х,29.01.2025,,И-ДЛС/29-01-2025/405736228,false,
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-25,гвс,Т-3,25003973,,26/06/2027,до 15.09.2025,поверка 2023,1,1-257200340,"ФБУ ""УРАЛТЕСТ""",31001-08,Преобразователи расхода электромагнитные,МастерФлоу,исп. МФ-2.2.1-Б-25,25003973,26.06.2023,25.06.2027,С-СЕ/26-06-2023/257200340,true,
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,МФ 2.2.1-Б-20,гвс,Т-4,20046711,,25/06/2028,до 15.09.2025,поверка 2024,1,1-357096898,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МастерФлоу,20046711,23.07.2024,22.07.2028,С-СЕ/23-07-2024/357096898,true,
klary-tsetkin-11,klary-tsetkin-11-itp1,ИТП-1,29/10/2012,КТПТР-06-45,гвс,термопары,129/129А,,06/06/2028,до 15.09.2025,поверка 2024,4,1-465637192,"ООО ""ПРОСТО ПОВЕРКА""",46156-10,Комплекты термометров сопротивления из платины технических разностных,"КТПТР-01, КТПТР-03, КТПТР-06, КТПТР-07, КТПТР-08",КТПТР-06,129/129А,12.09.2025,11.09.2029,С-ЕАБ/12-09-2025/465637192,true,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,КАРАТ-307,отопление,теплорегистратор,18530113,,27/03/2029,до 15.09.2025,замена 2025,1,1-421274939,"ФБУ ""УРАЛТЕСТ""",45543-10,Вычислители,ЭЛЬФ и КАРАТ-307,КАРАТ-307,18530113,28.03.2025,27.03.2029,С-СЕ/28-03-2025/421274939,true,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-25,отопление,Т-1,25005041,,12/05/2029,до 15.09.2025,поверка 2025,1,1-431955832,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-25,25005041,13.05.2025,12.05.2029,С-БУТ/13-05-2025/431955832,true,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-25,отопление,Т-2,25005092,,25/06/2027,до 15.09.2025,поверка 2023,1,1-257200409,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,исп. МФ-2.2.1-Б-25,25005092,26.06.2023,25.06.2027,С-СЕ/26-06-2023/257200409,true,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,КТСП-Н-60,отопление,термопары,25687г/25687х,,07/06/2028,до 15.09.2025,поверка 2024,1,1-345385538,"ООО ПП ""ТЕХНОЛОГИЯ""",38878-12,Комплекты термопреобразователей сопротивления,КТСП-Н,КТСП-Н,25687Г/25687Х,08.06.2024,07.06.2028,С-БУТ/08-06-2024/345385538,true,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-25,гвс,Т-3,25004946,,25/06/2027,до 15.09.2025,поверка 2023,1,1-257200410,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,исп. МФ-2.2.1-Б-25,25004946,26.06.2023,25.06.2027,С-СЕ/26-06-2023/257200410,true,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-20,гвс,Т-4,20006390,,17/07/2027,до 15.09.2025,поверка 2023,1,1-263641566,"ФБУ ""УРАЛТЕСТ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,исп. Б,20006390,18.07.2023,17.07.2027,С-СЕ/18-07-2023/263641566,true,
klary-tsetkin-13,klary-tsetkin-13-itp1,ИТП-1,03/12/2013,КТПТР-06-45,гвс,термопары,2554/2554А,,15/12/2027,до 15.09.2025,поверка 2023,5,1-475304708,"ООО ""ЕМС""",14638-95,Комплекты термометров платиновых технических разностных,КТПТР,КТПТР-01,2554/2554А,20.10.2025,19.10.2028,С-ЕГЧ/20-10-2025/475304708,true,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,КАРАТ-307,отопление,теплорегистратор,5550112,,05/12/2028,до 15.09.2025,поверка 2024,1,1-393803160,"ООО НПП ""УРАЛТЕХНОЛОГИЯ""",45543-10,Вычислители,ЭЛЬФ и КАРАТ-307,КАРАТ-307-6V6T6P,5550112,06.12.2024,05.12.2028,С-ВРК/06-12-2024/393803160,true,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-25,отопление,Т-1,25005032,,12/05/2029,до 15.09.2025,поверка 2025,1,1-431955955,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-25,25005032,13.05.2025,12.05.2029,С-БУТ/13-05-2025/431955955,true,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-25,отопление,Т-2,25004957,,12/05/2029,до 15.09.2025,поверка 2025,1,1-431955873,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-25,25004957,13.05.2025,12.05.2029,С-БУТ/13-05-2025/431955873,true,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,КТСП-Н-60,отопление,термопары,25672х/25672г,,06/06/2028,до 15.09.2025,поверка 2024,0,,,,,,,,,,,,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-25,гвс,Т-3,25005093,,12/05/2029,до 15.09.2025,поверка 2025,1,1-431956090,"ООО ПП ""ТЕХНОЛОГИЯ""",31001-12,Преобразователи расхода электромагнитные,МастерФлоу,МФ-5.2.1-Б-25,25005093,13.05.2025,12.05.2029,С-БУТ/13-05-2025/431956090,true,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,МФ 2.2.1-Б-20,гвс,Т-4,20006376,,12/05/2029,до 15.09.2025,поверка 2025,0,1-371596982,"ООО ""ДЮКС""",75903-19,Счетчики тепла,ЭКО НОМ СТУ,ЭКО НОМ СТУ 15.2,20006376,18.09.2024,17.09.2028,С-ГЯО/18-09-2024/371596982,true,
klary-tsetkin-15,klary-tsetkin-15-itp1,ИТП-1,03/12/2013,КТПТР-06-45,гвс,термопары,3829/3829А,,06/06/2028,до 15.09.2025,поверка 2024,4,1-432246504,"ФБУ ""АРХАНГЕЛЬСКИЙ ЦСМ""",46156-10,Комплекты термометров сопротивления из платины технических разностных,"КТПТР-01, КТПТР-03, КТПТР-06, КТПТР-07, КТПТР-08",КТПТР-01,3829/3829А,12.05.2025,11.05.2029,С-БВ/12-05-2025/432246504,true,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,КАРАТ-2001-01,отопление,теплорегистратор,10450309,,08/06/2026,до 15.09.2025,поверка 2022,0,1-319878928,"ООО ""ТЕЛЕМАТИЧЕСКИЕ РЕШЕНИЯ""",66754-17,Счетчики электрической энергии статические трехфазные,ФОБОС 3,ФОБОС 3 230В 5(100)А IQOLS-C,10450309,28.02.2024,27.02.2040,С-ЕКК/28-02-2024/319878928,true,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,ПРЭМ-Д-32,отопление,Т-1,209947,,14/06/2025,до 15.09.2025,поверка 2021,7,1-464890327,"ФБУ ""ПРИОКСКИЙ ЦСМ""",13677-06,Счетчики электрической энергии однофазные электронные,СЭТ1,СЭТ1-1-1-ТШ,209947,16.09.2025,15.09.2041,С-ВИ/16-09-2025/464890327,true,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,ПРЭМ-Д-32,отопление,Т-2,206923,,14/06/2025,до 15.09.2025,поверка 2021,9,1-468619128,"ФБУ ""ТЕСТ-С.-ПЕТЕРБУРГ""",51627-12,Измерители температуры,МАГИСТР,МАГИСТР,206923,29.09.2025,28.09.2027,С-СП/29-09-2025/468619128,true,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,КТПТР-01-60,отопление,термопары,5203А/5203,,10/06/2025,до 15.09.2025,поверка 2021,0,,,,,,,,,,,,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,ПРЭМ-20,гвс,Т-3,666385,,11/07/2028,до 15.09.2025,поверка 2024,4,1-455710595,"ООО ""ДБУ""",51794-12,Счетчики холодной и горячей воды,"ВСХ, ВСХд, ВСГ, ВСГд, ВСТ",ВСГд,666385,12.08.2025,11.08.2031,С-ДТИ/12-08-2025/455710595,true,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,ПРЭМ-20,гвс,Т-4,663749,,11/07/2028,до 15.09.2025,поверка 2024,6,1-451323134,"ООО ""ТОЧНЫЙ РЕЗУЛЬТАТ""",51495-12,Сигнализаторы загазованности с внешним сенсором метана,RGD MET MP1 (сигнализаторы) SGA MET (сенсор метана),RGD MET MP1 (сигнализаторы) SGA MET (сенсор метана),663749,30.07.2025,29.07.2026,С-ДКС/30-07-2025/451323134,true,
komsomolskaya-1,komsomolskaya-1-itp1,ИТП-1,15/09/2009,КТСП-Н-45,гвс,термопары,5247х/5247г,,10/06/2025,до 15.09.2025,поверка 2021,1,1-70107477,ООО «Метроконтроль»,38878-08,Комплекты термометров сопротивления,КТСП-Н,КТСП-Н,5247х/5247г,10.06.2021,09.06.2025,С-ДШТ/10-06-2021/70107477,true,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,КАРАТ-2001-01,отопление,теплорегистратор,12360609,,10/06/2026,до 15.09.2025,поверка 2022,1,1-162745098,ООО «Метроконтроль»,30485-05,Теплорегистраторы,КАРАТ,КАРАТ мод.2001-01,12360609,10.06.2022,09.06.2026,С-ДШТ/10-06-2022/162745098,true,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,МФ 2.2.1-Б-25,отопление,Т-1,25002135,,24/06/2026,до 15.09.2025,поверка 2022,1,1-166114094,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.21-Б-25,25002135,24.06.2022,23.06.2026,С-ДШТ/24-06-2022/166114094,true,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,МФ 2.2.1-Б-25,отопление,Т-2,25001918,,24/06/2026,до 15.09.2025,поверка 2022,1,1-166114095,ООО «Метроконтроль»,31001-08,Преобразователи расхода электромагнитные,МастерФлоу,МФ-2.21-Б-25,25001918,24.06.2022,23.06.2026,С-ДШТ/24-06-2022/166114095,true,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,КТПТР-01-60,отопление,термопары,15010/15010А,,14/06/2026,до 15.09.2025,поверка 2022,1,1-163238788,ООО «Метроконтроль»,14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,КТПТР-01,15010/15010А,14.06.2022,13.06.2026,С-ДШТ/14-06-2022/163238788,true,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,MTWI-25,гвс,Т-3,12825491,,02/07/2028,до 15.09.2025,поверка 2024,2,1-432923098,"ФБУ ""АРХАНГЕЛЬСКИЙ ЦСМ""",26382-12,Счетчики холодной и горячей воды крыльчатые,VLF-R,VLF-R,12825491,15.05.2025,14.05.2031,С-БВ/15-05-2025/432923098,true,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,ВСГд-20,гвс,Т-4,241014755,,09/07/2030,до 15.09.2025,Замена 2025,0,1-353282444,"АО ""ТЕПЛОВОДОМЕР""",51794-12,Счетчики холодной и горячей воды,"ВСХ, ВСХд, ВСГ, ВСГд, ВСТ",ВСГд-20-02,241014755,09.07.2024,08.07.2030,С-БХТ/09-07-2024/353282444,true,
komsomolskaya-2,komsomolskaya-2-itp1,ИТП-1,22/12/2010,КТПТР-06-35,гвс,термопары,1565/1565A,,14/06/2026,до 15.09.2025,поверка 2022,0,2-172262238,"ООО ""МЕТРОСЕРВИС""",14638-05,Комплекты термометров (термопреобразователей) платиновых технических разностных,КТПТР,,1565/1565A,03.03.2020,02.03.2024,57285,true,19010409502
komsomolskaya-5,komsomolskaya-5-itp1,ИТП-1,13/07/2015,ВСТ-Н-25,гвс,Т-3,40351793,,11/11/2025,до 11.11.2025,замена 2022,0,1-447824826,"ООО ПП ""ТЕХНОЛОГИЯ""",61402-15,Счетчики воды крыльчатые,"ВСХН, ВСХНд, ВСГН, ВСГНд, ВСТН",ВСТН-25,40351793,15.07.2025,14.07.2029,С-БУТ/15-07-2025/447824826,true,
komsomolskaya-5,komsomolskaya-5-itp1,ИТП-1,13/07/2015,ВСКМ-20,гвс,Т-4,211300900,,05/10/2027,до 11.11.2025,замена 2022,0,1-103621461,"ООО ""ДЕКАСТ М""",77560-20,Счетчики холодной и горячей воды,Декаст,Декаст ВСКМ-20,211300900,05.10.2021,04.10.2027,С-ДЗЫ/05-10-2021/103621461,true,
komsomolskaya-6,komsomolskaya-6-itp1,ИТП-1,08/04/2009,КАРАТ-2001-01,отопление,теплорегистратор,7691208,,26/06/2026,До 15.09.2025,поверка 2023,1,1-258147087,"ФБУ ""УРАЛТЕСТ""",30485-05,Теплорегистраторы,КАРАТ,мод. 2001,7691208,27.06.2023,26.06.2027,С-СЕ/27-06-2023/258147087,true,
